Anno,Relazione 1,Source,Relazione 2,Target
1980,Mario Lovallo,1848,Sono solo canzonette,797
1980,John Dent,2058,Sono solo canzonette,797
1980,Ellade Bandini,2122,Sono solo canzonette,797
1980,Paolo Donnarumma,2401,Sono solo canzonette,797
1980,Claudio Bazzari,2479,Sono solo canzonette,797
1980,Lucio Bardi,2565,Sono solo canzonette,797
1980,Tony Di Mauro,2688,Sono solo canzonette,797
1980,Aldo Banfi,2712,Sono solo canzonette,797
1980,Robert Fix,3171,Sono solo canzonette,797
1980,Lucio Battisti,114,Una giornata uggiosa,872
1980,Numero Uno,966,Una giornata uggiosa,872
1980,Town House (UK),1188,Una giornata uggiosa,872
1980,CTS (UK),1036,Una giornata uggiosa,872
1980,Manor (UK),1081,Una giornata uggiosa,872
1980,Geoff Westley,1285,Una giornata uggiosa,872
1980,Renato Zero,160,Tregua,846
1980,Zerolandia,994,Tregua,846
1980,Forum Music Village Roma,1057,Tregua,846
1980,Idea Recording Milano,1064,Tregua,846
1980,Alessandro Blonksteiner,1427,Tregua,846
1980,Flaviano Cuffari,2131,Tregua,846
1980,Massimo Buzzi,2193,Tregua,846
1980,Dino Cappa,2321,Tregua,846
1980,Dino D'Autorio,2322,Tregua,846
1980,Luciano Ciccaglioni,2563,Tregua,846
1980,Aldo Banfi,2712,Tregua,846
1980,Adriano Celentano,5,Un po' artista un po' no,862
1980,Clan Celentano,932,Un po' artista un po' no,862
1980,Regson Milano,1120,Un po' artista un po' no,862
1980,Miki Del Prete,1346,Un po' artista un po' no,862
1980,Tony Mimms,1409,Un po' artista un po' no,862
1980,Paolo Bocchi,1913,Un po' artista un po' no,862
1980,Umberto Tozzi,198,Tozzi (LP),842
1980,CGD,926,Tozzi (LP),842
1980,Idea Recording Milano,1064,Tozzi (LP),842
1980,Union Studios (GER),1194,Tozzi (LP),842
1980,Giancarlo Bigazzi,1289,Tozzi (LP),842
1980,Greg Mathieson,1512,Tozzi (LP),842
1980,Zeke Lund,2023,Tozzi (LP),842
1980,Marco Inzadi,2062,Tozzi (LP),842
1980,Pino Daniele,153,Nero a metà,671
1980,EMI,942,Nero a metà,671
1980,Stone Castle Carimate (CO),1140,Nero a metà,671
1980,Trafalgar Roma,1189,Nero a metà,671
1980,Willy David,1420,Nero a metà,671
1980,Gigi De Rienzo,1502,Nero a metà,671
1980,Allan Goldberg,1625,Nero a metà,671
1980,Gaetano Ria,1742,Nero a metà,671
1980,Marcello Todaro,1826,Nero a metà,671
1980,Nick Lovallo,1903,Nero a metà,671
1980,Giorgio Brusatin,2050,Nero a metà,671
1980,Agostino Marangolo,2082,Nero a metà,671
1980,Mauro Spina,2204,Nero a metà,671
1980,Aldo Mercurio,2287,Nero a metà,671
1980,Gigi De Rienzo,2342,Nero a metà,671
1980,Ernesto Vitolo,2760,Nero a metà,671
1980,James Senese,3117,Nero a metà,671
1980,Pooh,155,Stop,810
1980,CGD,926,Stop,810
1980,Stone Castle Carimate (CO),1140,Stop,810
1980,Idea Recording Milano,1064,Stop,810
1980,Ezio De Rosa,1715,Stop,810
1980,Mario Lovallo,1848,Stop,810
1980,Arun Chakraverty,2033,Stop,810
1980,Aldo Banfi,2712,Stop,810
1980,Pierangelo Bertoli,152,Certi momenti,328
1980,Ascolto,909,Certi momenti,328
1980,Idea Recording Milano,1064,Certi momenti,328
1980,Franco Monaldi,1484,Certi momenti,328
1980,Gianfranco Longo,1753,Certi momenti,328
1980,Marco Inzadi,2062,Certi momenti,328
1980,Gianni Dall'Aglio,2149,Certi momenti,328
1980,Massimo Lamberti,2195,Certi momenti,328
1980,Gigi Cappellotto,2341,Certi momenti,328
1980,Massimo Luca,2583,Certi momenti,328
1980,Massimo Verardi,2589,Certi momenti,328
1980,Sergio Farina,2680,Certi momenti,328
1980,Claudio Calzolari,2739,Certi momenti,328
1980,Edoardo Bennato,46,Uffà! Uffà!,854
1980,Ricordi,976,Uffà! Uffà!,854
1980,Stone Castle Carimate (CO),1140,Uffà! Uffà!,854
1980,Alessandro Colombini,1213,Uffà! Uffà!,854
1980,Ezio De Rosa,1715,Uffà! Uffà!,854
1980,Mario Lovallo,1848,Uffà! Uffà!,854
1980,John Dent,2058,Uffà! Uffà!,854
1980,Ellade Bandini,2122,Uffà! Uffà!,854
1980,Paolo Donnarumma,2401,Uffà! Uffà!,854
1980,Claudio Bazzari,2479,Uffà! Uffà!,854
1980,Lucio Bardi,2565,Uffà! Uffà!,854
1980,Tony Di Mauro,2688,Uffà! Uffà!,854
1980,Gianmaria Berlendis,3001,Uffà! Uffà!,854
1980,Mina,130,Kyrie,543
1980,PDU,966,Kyrie,543
1980,La Basilica Milano,1070,Kyrie,543
1980,Vittorio Buffoli,1418,Kyrie,543
1980,Abramo Pesatori,1605,Kyrie,543
1980,Giuseppe Banfi,1774,Kyrie,543
1980,Flaviano Cuffari,2131,Kyrie,543
1980,Maurizio Preti,2200,Kyrie,543
1980,Walter Scebran,2283,Kyrie,543
1980,Paolo Donnarumma,2401,Kyrie,543
1980,Dino D'Autorio,2322,Kyrie,543
1980,Gigi Cappellotto,2341,Kyrie,543
1980,Maurizio Anesa,2385,Kyrie,543
1980,Claudio Bazzari,2479,Kyrie,543
1980,Beppe Cantarelli,2460,Kyrie,543
1980,Sergio Farina,2680,Kyrie,543
1980,Oscar Rocchi,2884,Kyrie,543
1980,Shel Shapiro,2934,Kyrie,543
1980,Simon Luca (Alberto Favata),2937,Kyrie,543
1980,Aldo Banfi,2712,Kyrie,543
1980,Rettore,162,Magnifico delirio,620
1980,Ariston,908,Magnifico delirio,620
1980,Studi Ariston Milano,1142,Magnifico delirio,620
1980,Idea Recording Milano,1064,Magnifico delirio,620
1980,Il Mulino Anzano (CO),1066,Magnifico delirio,620
1980,Roberto Dané,1388,Magnifico delirio,620
1980,Pinuccio Pirazzoli,1574,Magnifico delirio,620
1980,Roberto Villichich,1964,Magnifico delirio,620
1980,Marco Inzadi,2062,Magnifico delirio,620
1980,Tullio De Piscopo,2273,Magnifico delirio,620
1980,Claudio Rego,2108,Magnifico delirio,620
1980,Paolo Donnarumma,2401,Magnifico delirio,620
1980,Stefano Cerri,2434,Magnifico delirio,620
1980,Sergio Farina,2680,Magnifico delirio,620
1980,Oscar Rocchi,2884,Magnifico delirio,620
1980,Gaetano Leandro,2782,Magnifico delirio,620
1980,Claudio Pascoli,3072,Magnifico delirio,620
1980,Enzo Jannacci,52,Ci vuole orecchio,335
1980,Ricordi,976,Ci vuole orecchio,335
1980,Il Mulino Anzano (CO),1066,Ci vuole orecchio,335
1980,Nanni Ricordi,1349,Ci vuole orecchio,335
1980,Roberto Colombo,1580,Ci vuole orecchio,335
1980,Piero Bravin,1934,Ci vuole orecchio,335
1980,Tullio De Piscopo,2273,Ci vuole orecchio,335
1980,Roberto Vecchioni,167,"Robinson, come salvarsi la vita",754
1980,Ciao,929,"Robinson, come salvarsi la vita",754
1980,GRS Milano,1061,"Robinson, come salvarsi la vita",754
1980,Studio 7 Fontana Milano,1156,"Robinson, come salvarsi la vita",754
1980,Stone Castle Carimate (CO),1140,"Robinson, come salvarsi la vita",754
1980,Michelangelo Romano,1342,"Robinson, come salvarsi la vita",754
1980,Bruno Malasoma,1658,"Robinson, come salvarsi la vita",754
1980,Allan Goldberg,1625,"Robinson, come salvarsi la vita",754
1980,Pino Ciancioso,1938,"Robinson, come salvarsi la vita",754
1980,Marco Inzadi,2062,"Robinson, come salvarsi la vita",754
1980,Walter Calloni,2278,"Robinson, come salvarsi la vita",754
1980,Dino D'Autorio,2322,"Robinson, come salvarsi la vita",754
1980,Fulvio Massi,2336,"Robinson, come salvarsi la vita",754
1980,Stefano Pulga,2945,"Robinson, come salvarsi la vita",754
1980,Lucio Fabbri,3014,"Robinson, come salvarsi la vita",754
1980,Claudio Pascoli,3072,"Robinson, come salvarsi la vita",754
1980,Alberto Fortis,9,Tra demonio e santità,843
1980,Philips,970,Tra demonio e santità,843
1980,Stone Castle Carimate (CO),1140,Tra demonio e santità,843
1980,Polygram Milano,1113,Tra demonio e santità,843
1980,Alberto Salerno,1212,Tra demonio e santità,843
1980,Claudio Fabi,1450,Tra demonio e santità,843
1980,James Simcick,1792,Tra demonio e santità,843
1980,Andy Surdi,2089,Tra demonio e santità,843
1980,Gigi Cappellotto,2341,Tra demonio e santità,843
1980,Loris Ceroni,2368,Tra demonio e santità,843
1980,Mino Fabiano,2395,Tra demonio e santità,843
1980,Roberto Puleo,2665,Tra demonio e santità,843
1980,Joe Amoruso,2816,Tra demonio e santità,843
1980,Mauro Pagani,3025,Tra demonio e santità,843
1980,Ornella Vanoni,145,Ricetta di donna,747
1980,CGD,926,Ricetta di donna,747
1980,Idea Recording Milano,1064,Ricetta di donna,747
1980,Sergio Bardotti,1400,Ricetta di donna,747
1980,Gianfranco Lombardi,1495,Ricetta di donna,747
1980,Samuele Baracchetti,1975,Ricetta di donna,747
1980,Marco Inzadi,2062,Ricetta di donna,747
1980,Andy Surdi,2089,Ricetta di donna,747
1980,Ellade Bandini,2122,Ricetta di donna,747
1980,Ottavio Corbellini,2217,Ricetta di donna,747
1980,Loris Ceroni,2368,Ricetta di donna,747
1980,Sergio Farina,2680,Ricetta di donna,747
1980,Ricky Belloni,2657,Ricetta di donna,747
1980,Massimo Luca,2583,Ricetta di donna,747
1980,Oscar Rocchi,2884,Ricetta di donna,747
1980,Gilberto Martellieri,2797,Ricetta di donna,747
1980,Gaetano Leandro,2782,Ricetta di donna,747
1980,Stefano Pulga,2945,Ricetta di donna,747
1980,Ron,171,Una città per cantare,869
1980,Spaghetti,983,Una città per cantare,869
1980,Stone Castle Carimate (CO),1140,Una città per cantare,869
1980,Alessandro Colombini,1213,Una città per cantare,869
1980,Ezio De Rosa,1715,Una città per cantare,869
1980,Marcello Spiridioni,2061,Una città per cantare,869
1980,Flaviano Cuffari,2131,Una città per cantare,869
1980,Franz Di Cioccio,2137,Una città per cantare,869
1980,Paolo Donnarumma,2401,Una città per cantare,869
1980,Patrick Djivas,2403,Una città per cantare,869
1980,Ricky Portera,2658,Una città per cantare,869
1980,Franco Mussida,2525,Una città per cantare,869
1980,Claudio Bazzari,2479,Una città per cantare,869
1980,Aldo Banfi,2712,Una città per cantare,869
1980,Shel Shapiro,2934,Una città per cantare,869
1980,Lucio Fabbri,3014,Una città per cantare,869
1980,Riccardo Cocciante,163,Cervo a primavera,329
1980,RCA,974,Cervo a primavera,329
1980,Studi RCA Roma,1150,Cervo a primavera,329
1980,Stone Castle Carimate (CO),1140,Cervo a primavera,329
1980,Coral Studio,1032,Cervo a primavera,329
1980,Serge Perathoner,1399,Cervo a primavera,329
1980,Shel Shapiro,1401,Cervo a primavera,329
1980,Giovanni Tommaso,1508,Cervo a primavera,329
1980,David Rose,1458,Cervo a primavera,329
1980,Shel Shapiro,1588,Cervo a primavera,329
1980,Ruggero Penazzo,1972,Cervo a primavera,329
1980,Piero Mannucci,1935,Cervo a primavera,329
1980,Angelo Franco,2030,Cervo a primavera,329
1980,Claude Salmieri,2106,Cervo a primavera,329
1980,Derek Wilson,2119,Cervo a primavera,329
1980,Giovanni Tommaso,2346,Cervo a primavera,329
1980,Paolo Donnarumma,2401,Cervo a primavera,329
1980,Gerard Prevost,2337,Cervo a primavera,329
1980,Claudio Bazzari,2479,Cervo a primavera,329
1980,Carlo Pennisi,2469,Cervo a primavera,329
1980,Alessandro Centofanti,2714,Cervo a primavera,329
1980,Stefano Pulga,2945,Cervo a primavera,329
1980,Fabio Treves,3090,Cervo a primavera,329
1980,Rondò Veneziano,172,Rondò Veneziano (LP),759
1980,Baby Records,911,Rondò Veneziano (LP),759
1980,Varirecording Milano,1196,Rondò Veneziano (LP),759
1980,Gian Piero Reverberi,1288,Rondò Veneziano (LP),759
1980,Plinio Chiesa,1944,Rondò Veneziano (LP),759
1980,Stephen Schlaks,185,Pleasure,724
1980,Baby Records,911,Pleasure,724
1980,GRS Milano,1061,Pleasure,724
1980,Carlo Assalini,1660,Pleasure,724
1980,Cosimo Fabiano,2313,Pleasure,724
1980,Massimo Luca,2583,Pleasure,724
1980,Aldo Banfi,2712,Pleasure,724
1981,Claudio Baglioni,35,Strada facendo,813
1981,CBS,923,Strada facendo,813
1981,Manor (UK),1081,Strada facendo,813
1981,Geoff Westley,1285,Strada facendo,813
1981,Pooh,155,Buona fortuna,291
1981,CGD,926,Buona fortuna,291
1981,Idea Recording Milano,1064,Buona fortuna,291
1981,Franco Monaldi,1484,Buona fortuna,291
1981,Brian Humpries,1656,Buona fortuna,291
1981,Antonio Pisanello,1642,Buona fortuna,291
1981,Marco Inzadi,1837,Buona fortuna,291
1981,Alberto Fortis,9,La grande grotta,566
1981,Philips,970,La grande grotta,566
1981,One Step Up (USA),1102,La grande grotta,566
1981,Claudio Fabi,1237,La grande grotta,566
1981,Gianni Togni,77,Le mie strade,596
1981,CGD,926,Le mie strade,596
1981,Studio Quattro Uno Roma,1175,Le mie strade,596
1981,Idea Recording Milano,1064,Le mie strade,596
1981,Variabile Studio Milano,1195,Le mie strade,596
1981,Giancarlo Lucariello,1291,Le mie strade,596
1981,Roberto Puleo,1391,Le mie strade,596
1981,Maurizio Fabrizio,1544,Le mie strade,596
1981,Franco Finetti,1731,Le mie strade,596
1981,Samuele Baracchetti,1975,Le mie strade,596
1981,Marco Inzadi,2062,Le mie strade,596
1981,Andy Surdi,2089,Le mie strade,596
1981,Gigi Cappellotto,2341,Le mie strade,596
1981,Roberto Puleo,2665,Le mie strade,596
1981,Maurizio Guarini,2861,Le mie strade,596
1981,Pino Daniele,153,Vai mo',881
1981,EMI,942,Vai mo',881
1981,Stone Castle Carimate (CO),1140,Vai mo',881
1981,Trafalgar Roma,1189,Vai mo',881
1981,Willy David,1420,Vai mo',881
1981,Allan Goldberg,1625,Vai mo',881
1981,Nick Lovallo,1903,Vai mo',881
1981,Salvatore Studioso,1974,Vai mo',881
1981,Tullio De Piscopo,2273,Vai mo',881
1981,Tony Esposito,195,Vai mo',881
1981,Rino Zurzolo,2417,Vai mo',881
1981,Joe Amoruso,2816,Vai mo',881
1981,James Senese,3117,Vai mo',881
1981,Julio Iglesias,100,Amanti,237
1981,CBS,923,Amanti,237
1981,Marco Inzadi,2062,Amanti,237
1981,Fabrizio De André,58,"Fabrizio De André (L'Indiano, LP)",428
1981,Ricordi,976,"Fabrizio De André (L'Indiano, LP)",428
1981,Stone Castle Carimate (CO),1140,"Fabrizio De André (L'Indiano, LP)",428
1981,Pietro Pellegrini,1370,"Fabrizio De André (L'Indiano, LP)",428
1981,Ezio De Rosa,1715,"Fabrizio De André (L'Indiano, LP)",428
1981,Daniele Falconi,1690,"Fabrizio De André (L'Indiano, LP)",428
1981,Lele Melotti,2176,"Fabrizio De André (L'Indiano, LP)",428
1981,Maurizio Preti,2200,"Fabrizio De André (L'Indiano, LP)",428
1981,Bruno Crovetto,2308,"Fabrizio De André (L'Indiano, LP)",428
1981,Paolo Donnarumma,2401,"Fabrizio De André (L'Indiano, LP)",428
1981,Claudio Bazzari,2479,"Fabrizio De André (L'Indiano, LP)",428
1981,Massimo Luca,2583,"Fabrizio De André (L'Indiano, LP)",428
1981,Tony Soranno,2690,"Fabrizio De André (L'Indiano, LP)",428
1981,Mark Harris,2849,"Fabrizio De André (L'Indiano, LP)",428
1981,Aldo Banfi,2712,"Fabrizio De André (L'Indiano, LP)",428
1981,Pietro Pellegrini,2899,"Fabrizio De André (L'Indiano, LP)",428
1981,Adriano Celentano,5,Deus,379
1981,Clan Celentano,932,Deus,379
1981,Bach Studio Milano,1014,Deus,379
1981,Regson Milano,1120,Deus,379
1981,Miki Del Prete,1346,Deus,379
1981,Pinuccio Pirazzoli,1574,Deus,379
1981,Giambattista Lizzori,1746,Deus,379
1981,Nino Iorio,3484,Deus,379
1981,Paolo Bocchi,1913,Deus,379
1981,Daniele Delfitto,2043,Deus,379
1981,Tullio De Piscopo,2273,Deus,379
1981,Gigi Cappellotto,2341,Deus,379
1981,Claudio Bazzari,2479,Deus,379
1981,Paolo Steffan,2633,Deus,379
1981,Pinuccio Pirazzoli,2645,Deus,379
1981,Ivan Cattaneo,96,Duemila60 Italian Graffiati,400
1981,CGD,926,Duemila60 Italian Graffiati,400
1981,Idea Recording Milano,1064,Duemila60 Italian Graffiati,400
1981,Arthur Zitelli,1223,Duemila60 Italian Graffiati,400
1981,Moreno Ferrara,1348,Duemila60 Italian Graffiati,400
1981,Giuseppe Vicari,1943,Duemila60 Italian Graffiati,400
1981,Daniele Delfitto,2043,Duemila60 Italian Graffiati,400
1981,Gianni Dall'Aglio,2149,Duemila60 Italian Graffiati,400
1981,Dino Cappa,2321,Duemila60 Italian Graffiati,400
1981,Claudio Bazzari,2479,Duemila60 Italian Graffiati,400
1981,Andrea Sacchi,2452,Duemila60 Italian Graffiati,400
1981,Moreno Ferrara,2620,Duemila60 Italian Graffiati,400
1981,Arthur Zitelli,2457,Duemila60 Italian Graffiati,400
1981,Alessandro Centofanti,2714,Duemila60 Italian Graffiati,400
1981,Francesco Guccini,65,Metropolis,638
1981,EMI,942,Metropolis,638
1981,Umbi Studios - Maison Blanche Modena,1193,Metropolis,638
1981,Pier Farri,1361,Metropolis,638
1981,Renzo Fantini,1378,Metropolis,638
1981,Maurizio Maggi,1880,Metropolis,638
1981,Franco Zorzi,1735,Metropolis,638
1981,Giovanni Pezzoli,2157,Metropolis,638
1981,Tiziano Barbieri,2436,Metropolis,638
1981,Jimmy Villotti,2555,Metropolis,638
1981,"Juan Carlos ""Flaco"" Biondini",2558,Metropolis,638
1981,Paolo Gianolio,2630,Metropolis,638
1981,Fio Zanotti,2773,Metropolis,638
1981,Luciano Stella,2831,Metropolis,638
1981,Vince Tempera,2958,Metropolis,638
1981,Franco Battiato,67,La voce del padrone (LP),583
1981,EMI,942,La voce del padrone (LP),583
1981,Studio Radius Milano,1176,La voce del padrone (LP),583
1981,Angelo Carrara,1218,La voce del padrone (LP),583
1981,Giusto Pio,1511,La voce del padrone (LP),583
1981,"Enzo ""Titti"" Denna",1709,La voce del padrone (LP),583
1981,Giorgio Brusatin,2050,La voce del padrone (LP),583
1981,Alfredo Golino,2086,La voce del padrone (LP),583
1981,Paolo Donnarumma,2401,La voce del padrone (LP),583
1981,Alberto Radius,2444,La voce del padrone (LP),583
1981,Filippo Destrieri,2772,La voce del padrone (LP),583
1981,Claudio Pascoli,3072,La voce del padrone (LP),583
1981,Umberto Tozzi,198,Notte rosa,686
1981,CGD,926,Notte rosa,686
1981,Idea Recording Milano,1064,Notte rosa,686
1981,Union Studios (GER),1194,Notte rosa,686
1981,Giancarlo Bigazzi,1289,Notte rosa,686
1981,Greg Mathieson,1512,Notte rosa,686
1981,Zeke Lund,2023,Notte rosa,686
1981,Gianfranco Longo,1753,Notte rosa,686
1981,Marco Inzadi,2062,Notte rosa,686
1981,Paolo Gianolio,2630,Notte rosa,686
1981,Rettore,162,Estasi clamorosa,423
1981,Ariston,908,Estasi clamorosa,423
1981,Studi Ariston Milano,1142,Estasi clamorosa,423
1981,Roberto Dané,1388,Estasi clamorosa,423
1981,Claudio Rego,1239,Estasi clamorosa,423
1981,Pinuccio Pirazzoli,1574,Estasi clamorosa,423
1981,Roberto Villichich,1964,Estasi clamorosa,423
1981,Marco Inzadi,2062,Estasi clamorosa,423
1981,Tullio De Piscopo,2273,Estasi clamorosa,423
1981,Walter Calloni,2278,Estasi clamorosa,423
1981,Claudio Rego,1239,Estasi clamorosa,423
1981,Gigi Cappellotto,2341,Estasi clamorosa,423
1981,Cosimo Fabiano,2313,Estasi clamorosa,423
1981,Pinuccio Pirazzoli,2409,Estasi clamorosa,423
1981,Massimo Luca,2583,Estasi clamorosa,423
1981,Sergio Farina,2680,Estasi clamorosa,423
1981,Gaetano Leandro,2782,Estasi clamorosa,423
1981,Ron,171,Al centro della musica,228
1981,Spaghetti,983,Al centro della musica,228
1981,Stone Castle Carimate (CO),1140,Al centro della musica,228
1981,Alessandro Colombini,1213,Al centro della musica,228
1981,Marcello Spiridioni,2061,Al centro della musica,228
1981,Giovanni Pezzoli,2157,Al centro della musica,228
1981,Marco Nanni,2376,Al centro della musica,228
1981,Ricky Portera,2658,Al centro della musica,228
1981,Claudio Bazzari,2479,Al centro della musica,228
1981,Fabio Liberatori,2762,Al centro della musica,228
1981,Aldo Banfi,2712,Al centro della musica,228
1981,Ornella Vanoni,145,Duemilatrecentouno parole,401
1981,CGD,926,Duemilatrecentouno parole,401
1981,Idea Recording Milano,1064,Duemilatrecentouno parole,401
1981,Sergio Bardotti,1400,Duemilatrecentouno parole,401
1981,Maurizio Fabrizio,1544,Duemilatrecentouno parole,401
1981,Samuele Baracchetti,1975,Duemilatrecentouno parole,401
1981,Marco Inzadi,2062,Duemilatrecentouno parole,401
1981,Andy Surdi,2089,Duemilatrecentouno parole,401
1981,Gigi Cappellotto,2341,Duemilatrecentouno parole,401
1981,Roberto Puleo,2665,Duemilatrecentouno parole,401
1981,Maurizio Fabrizio,2860,Duemilatrecentouno parole,401
1981,Alberto Camerini,8,Rudy e Rita,761
1981,Il Mulino Anzano (CO),1066,Rudy e Rita,761
1981,CBS,923,Rudy e Rita,761
1981,Symphony Milano,1181,Rudy e Rita,761
1981,Roberto Colombo,1385,Rudy e Rita,761
1981,Mauro Cauchi,1885,Rudy e Rita,761
1981,Piero Bravin,1934,Rudy e Rita,761
1981,Marco Inzadi,2062,Rudy e Rita,761
1981,Flaviano Cuffari,2131,Rudy e Rita,761
1981,Paolo Donnarumma,2401,Rudy e Rita,761
1981,Alberto Radius,2444,Rudy e Rita,761
1981,Angelo Branduardi,18,Angelo Branduardi (LP),243
1981,Polydor,971,Angelo Branduardi (LP),243
1981,Studi Fonit Cetra Milano,1147,Angelo Branduardi (LP),243
1981,David Zard,1252,Angelo Branduardi (LP),243
1981,Plinio Chiesa,1944,Angelo Branduardi (LP),243
1981,Giancarlo Jametti,1749,Angelo Branduardi (LP),243
1981,Renato Citterio,2072,Angelo Branduardi (LP),243
1981,Andy Surdi,2089,Angelo Branduardi (LP),243
1981,Gigi Cappellotto,2341,Angelo Branduardi (LP),243
1981,Ares Tavolazzi,2299,Angelo Branduardi (LP),243
1981,Giorgio Cocilovo,2538,Angelo Branduardi (LP),243
1981,Ivan Graziani,97,Seni e coseni,776
1981,Numero Uno,966,Seni e coseni,776
1981,Studi RCA Roma,1150,Seni e coseni,776
1981,Tony Mimms,1409,Seni e coseni,776
1981,Leandro Leandri,1805,Seni e coseni,776
1981,Marcello Onesti,1824,Seni e coseni,776
1981,Mario Meuti,1849,Seni e coseni,776
1981,Guido Di Toma,2054,Seni e coseni,776
1981,Piero Mannucci,2070,Seni e coseni,776
1981,PFM,151,Come ti va in riva alla città,347
1981,Numero Uno,966,Come ti va in riva alla città,347
